aX,aY,aZ,gX,gY,gZ
0.982,-0.490,0.333,42.053,-13.611,-68.420
0.985,-0.432,0.334,39.673,-11.536,-58.105
0.975,-0.400,0.291,37.354,-7.751,-49.683
0.975,-0.356,0.254,34.058,-5.554,-41.870
0.980,-0.320,0.249,31.311,-5.188,-35.767
0.982,-0.331,0.259,25.696,-5.005,-31.555
0.962,-0.353,0.235,19.470,-1.587,-26.367
0.974,-0.310,0.206,9.460,2.075,-17.761
0.975,-0.283,0.193,-1.099,4.883,-9.155
0.979,-0.248,0.189,-11.047,6.409,-1.465
1.004,-0.165,0.183,-16.052,7.080,5.371
1.016,-0.080,0.202,-14.893,6.592,8.240
1.012,-0.009,0.225,-11.841,5.676,6.470
1.006,0.013,0.213,-6.897,4.944,2.563
0.999,-0.007,0.190,-1.404,4.517,-2.136
0.986,-0.033,0.166,4.272,2.625,-6.531
0.987,-0.089,0.164,7.385,-0.061,-10.315
0.983,-0.128,0.194,6.714,-2.258,-10.864
0.990,-0.144,0.217,5.920,-3.052,-8.484
0.984,-0.146,0.232,3.174,-2.136,-5.371
0.983,-0.156,0.233,1.465,-0.793,-2.441
0.996,-0.104,0.205,2.258,0.610,-0.122
0.991,-0.068,0.199,0.061,1.221,0.000
0.981,-0.111,0.234,-4.028,0.854,-1.831
0.976,-0.113,0.225,-5.066,2.869,-1.404
0.974,-0.127,0.198,-2.869,4.944,-0.732
0.968,-0.154,0.188,-0.732,5.188,0.122
0.962,-0.154,0.162,1.038,5.737,1.892
0.954,-0.146,0.109,2.441,5.798,3.906
0.962,-0.128,0.125,1.770,3.601,5.554
0.961,-0.116,0.136,2.258,1.770,6.592
0.948,-0.141,0.136,4.639,1.587,7.019
0.949,-0.131,0.140,5.554,1.404,9.155
0.960,-0.084,0.148,5.676,1.221,12.329
0.970,-0.041,0.152,4.700,1.160,13.733
0.972,0.009,0.134,3.296,1.709,13.123
0.968,0.021,0.141,1.892,1.038,10.498
0.976,0.008,0.179,0.488,0.122,7.385
0.983,0.008,0.203,0.793,0.122,5.615

1.017,1.850,0.480,31.921,-137.085,-148.193
1.064,1.773,0.902,62.134,-136.841,-204.407
0.997,1.835,1.073,88.806,-120.178,-259.338
0.784,1.867,1.026,90.698,-88.867,-315.796
0.564,1.534,1.136,75.195,-62.988,-375.793
0.351,1.038,1.668,42.603,-41.504,-423.218
0.153,0.409,2.185,23.376,-5.310,-451.660
0.035,-0.137,2.506,17.822,50.781,-459.534
-0.037,-0.708,2.743,8.057,113.525,-457.825
-0.183,-1.383,2.649,-0.061,181.091,-448.669
-0.314,-1.734,2.474,-11.047,243.042,-412.964
-0.443,-2.077,2.286,-26.245,292.114,-366.394
-0.531,-2.279,2.067,-32.715,333.008,-317.627
-0.700,-2.458,1.776,-27.405,364.075,-271.301
-0.859,-2.661,1.186,-9.460,392.151,-228.210
-0.897,-2.592,0.808,-0.488,402.649,-178.894
-0.920,-2.680,0.532,23.376,395.264,-137.573
-0.923,-2.678,0.280,49.988,383.484,-97.656
-0.888,-2.542,0.020,73.242,367.187,-54.871
-0.889,-2.390,-0.150,91.309,343.811,-17.456
-0.823,-2.246,-0.281,105.042,317.383,13.306
-0.753,-2.053,-0.323,114.624,289.124,42.664
-0.666,-1.813,-0.298,122.803,262.024,68.726
-0.589,-1.641,-0.300,138.733,239.990,88.623
-0.505,-1.588,-0.199,149.353,221.130,104.736
-0.424,-1.543,-0.136,150.696,209.412,123.230
-0.407,-1.368,-0.131,161.987,202.881,145.081
-0.360,-1.197,-0.166,176.147,198.914,163.757
-0.355,-1.041,-0.174,174.133,197.571,179.382
-0.333,-0.914,-0.243,173.950,198.120,191.956
-0.320,-0.835,-0.384,179.810,199.463,204.346
-0.335,-0.711,-0.595,178.772,200.928,221.375
-0.389,-0.640,-0.844,172.180,198.242,239.502
-0.433,-0.607,-0.969,170.898,186.646,255.554
-0.464,-0.505,-1.026,166.809,170.410,273.682
-0.399,-0.196,-1.044,159.180,154.907,290.710
-0.338,0.089,-0.907,145.203,138.489,299.744
-0.294,0.289,-0.850,130.615,130.554,297.485
-0.262,0.526,-1.039,122.131,129.028,293.091
-0.251,0.636,-1.212,115.356,123.169,284.180
-0.239,0.598,-1.308,101.563,111.145,270.691
-0.231,0.597,-1.395,93.811,97.412,259.583
-0.210,0.588,-1.554,91.492,84.595,250.427
-0.222,0.535,-1.726,85.876,69.946,239.990
-0.240,0.489,-1.880,82.214,50.842,229.492
-0.292,0.497,-2.121,81.848,27.405,219.177
-0.365,0.510,-2.410,77.820,-2.747,210.205
-0.423,0.517,-2.604,81.848,-48.706,200.623
-0.464,0.616,-2.714,86.914,-104.248,195.312
-0.485,0.766,-2.692,87.891,-163.391,192.383
-0.481,0.953,-2.516,87.646,-225.159,187.622
-0.440,1.151,-2.201,85.266,-283.325,178.528
-0.405,1.359,-1.781,79.407,-331.604,160.950
-0.334,1.506,-1.312,94.543,-375.122,131.653
-0.249,1.419,-0.859,126.709,-407.776,83.618
-0.198,1.343,-0.709,158.325,-421.692,34.668
-0.227,1.330,-0.833,171.753,-427.246,-3.113
-0.286,1.237,-0.897,168.213,-439.026,-34.485
-0.325,1.062,-0.633,147.644,-460.937,-61.401
-0.318,0.654,-0.113,133.301,-485.535,-85.754
-0.257,0.121,0.516,135.559,-498.047,-101.257
-0.047,-0.245,1.200,143.433,-490.112,-98.022
0.288,0.039,1.962,144.653,-465.759,-74.341
0.699,0.665,2.519,148.315,-419.373,-52.673
0.935,1.116,2.681,158.264,-352.051,-58.960
1.011,1.292,2.355,166.077,-270.508,-85.144
0.974,1.145,2.005,165.894,-200.317,-121.155
0.902,0.845,1.769,159.912,-146.790,-155.273
0.850,0.455,1.465,153.564,-100.708,-182.373
0.778,-0.058,1.135,146.423,-64.758,-200.256
0.750,-0.606,1.001,116.394,-40.771,-199.402
0.790,-1.074,0.987,83.740,-24.353,-176.025
0.870,-1.134,1.007,43.945,-6.897,-130.432
0.955,-0.857,1.055,6.104,10.681,-79.346
1.013,-0.531,1.013,-8.667,29.175,-44.373
1.016,-0.315,0.916,-8.667,46.753,-29.053
1.005,-0.143,0.788,-5.310,59.937,-24.963
0.951,0.000,0.576,-0.488,69.458,-27.405
0.901,-0.025,0.331,7.996,73.853,-35.767
0.861,-0.133,0.124,10.681,71.960,-41.321
0.884,-0.198,0.068,8.362,63.477,-41.077
0.914,-0.236,0.131,8.789,49.927,-37.903
0.947,-0.244,0.145,13.428,40.527,-34.546
0.977,-0.219,0.206,18.433,33.813,-31.250
0.992,-0.156,0.235,24.292,29.297,-28.259
0.988,-0.143,0.191,29.846,27.649,-26.672
0.973,-0.180,0.176,31.555,24.536,-25.757
0.970,-0.202,0.200,31.006,20.081,-22.522
0.977,-0.176,0.220,29.480,17.883,-17.395
0.973,-0.153,0.235,24.902,17.456,-12.146
0.953,-0.147,0.180,17.822,18.616,-7.751
0.948,-0.128,0.151,10.193,19.043,-2.502
0.956,-0.081,0.116,2.686,18.982,2.686
0.975,-0.043,0.138,-4.517,17.822,6.409
0.979,-0.011,0.134,-10.498,16.663,7.568
0.973,-0.007,0.120,-11.169,14.832,5.981
0.952,-0.013,0.101,-7.385,11.292,3.052
0.954,0.003,0.109,-1.709,6.470,-0.122
0.958,0.017,0.153,4.456,1.221,-2.869
0.955,-0.019,0.157,10.620,-1.526,-6.226
0.951,-0.075,0.159,14.771,-3.296,-8.179
0.948,-0.086,0.148,17.090,-5.493,-7.141
0.945,-0.097,0.173,15.930,-7.385,-5.005
0.962,-0.071,0.240,12.024,-8.545,-1.953
0.974,-0.046,0.279,8.545,-7.080,1.099
0.977,-0.047,0.287,6.531,-3.784,2.869
0.980,-0.015,0.276,4.944,-1.404,4.639
0.970,-0.000,0.240,4.395,0.793,5.066
0.964,-0.010,0.222,2.808,2.502,4.944
0.962,-0.012,0.214,2.869,2.441,5.432
0.962,-0.032,0.199,2.441,2.808,6.165
0.967,-0.029,0.205,2.380,2.075,7.324
0.971,0.035,0.188,3.235,1.587,8.606
0.973,0.055,0.183,1.038,1.160,7.629
0.967,0.055,0.215,0.732,-0.671,5.737
0.966,0.050,0.191,2.747,-0.793,4.211
0.957,0.019,0.193,3.601,-0.854,2.625
0.957,0.015,0.196,3.540,-1.221,2.625
0.958,0.007,0.190,1.831,-1.099,2.991

1.101,1.415,0.328,9.277,-91.736,-96.130
1.098,1.427,0.428,33.875,-93.201,-133.911
1.049,1.275,0.422,52.551,-90.088,-174.500
0.998,1.097,0.412,65.063,-86.914,-212.769
0.955,1.009,0.564,66.467,-85.754,-244.141
0.853,1.031,0.798,67.444,-81.909,-271.790
0.795,0.931,1.119,65.186,-71.838,-302.246
0.698,0.679,1.416,55.115,-52.979,-330.200
0.583,0.364,1.771,54.443,-27.161,-351.135
0.504,0.126,2.209,44.189,6.531,-360.779
0.395,-0.208,2.613,27.710,53.223,-366.028
0.221,-0.547,2.728,19.592,113.525,-365.967
0.031,-1.104,2.500,10.681,179.565,-361.633
-0.083,-1.521,2.248,4.578,232.910,-343.994
-0.242,-1.872,1.939,22.705,266.724,-316.772
-0.399,-2.237,1.499,44.312,294.556,-281.555
-0.491,-2.575,1.144,52.612,312.439,-235.168
-0.484,-2.531,1.113,48.401,317.078,-176.453
-0.530,-2.243,1.098,48.523,323.364,-120.361
-0.617,-2.234,0.942,54.749,336.914,-84.167
-0.716,-2.255,0.751,62.805,347.595,-51.453
-0.775,-2.239,0.641,71.289,350.830,-16.907
-0.827,-2.266,0.539,82.153,352.722,15.747
-0.892,-2.165,0.318,94.055,355.103,50.293
-0.912,-2.108,0.046,109.131,351.868,82.153
-0.933,-2.002,-0.189,120.483,340.149,112.305
-0.910,-1.855,-0.388,129.028,323.792,141.724
-0.875,-1.759,-0.487,141.602,302.856,166.260
-0.860,-1.588,-0.555,156.555,282.593,190.063
-0.768,-1.396,-0.577,168.823,263.550,212.524
-0.734,-1.118,-0.609,173.035,246.887,234.375
-0.663,-0.851,-0.750,169.556,235.413,250.732
-0.638,-0.665,-0.858,166.565,223.206,261.475
-0.652,-0.502,-0.934,152.954,209.778,268.616
-0.653,-0.391,-1.075,142.151,200.439,275.818
-0.683,-0.351,-1.200,134.094,189.026,281.860
-0.711,-0.374,-1.371,130.188,175.232,289.978
-0.731,-0.269,-1.483,127.197,157.349,303.772
-0.742,-0.124,-1.677,129.578,136.475,317.200
-0.795,0.110,-1.943,131.836,113.525,326.660
-0.791,0.348,-2.201,129.517,83.191,331.299
-0.700,0.605,-2.240,122.070,42.725,328.674
-0.550,0.987,-2.053,116.150,-3.235,317.688
-0.397,1.376,-1.818,114.319,-42.969,295.044
-0.255,1.543,-1.693,119.934,-71.777,255.127
-0.190,1.451,-1.645,129.822,-94.788,205.933
-0.178,1.298,-1.781,137.024,-114.624,161.987
-0.174,1.214,-1.871,133.301,-136.902,131.836
-0.184,1.142,-1.847,118.652,-165.466,112.793
-0.149,1.185,-1.730,93.689,-195.068,102.417
-0.076,1.219,-1.520,70.190,-223.022,94.666
0.033,1.369,-1.227,48.767,-246.948,86.792
0.156,1.560,-0.868,37.231,-265.564,77.759
0.297,1.725,-0.561,39.246,-275.452,61.035
0.417,1.873,-0.365,44.556,-275.208,35.339
0.458,1.914,-0.331,52.734,-269.958,1.648
0.451,1.792,-0.421,60.852,-261.414,-35.278
0.455,1.526,-0.506,61.218,-257.141,-70.618
0.446,1.190,-0.467,56.946,-261.475,-100.098
0.434,0.937,-0.301,54.993,-269.104,-119.141
0.464,0.775,-0.098,57.678,-275.330,-129.333
0.478,0.745,-0.011,69.641,-276.672,-133.179
0.517,0.828,0.088,75.439,-275.879,-136.780
0.592,0.826,0.407,79.773,-279.419,-145.874
0.692,0.798,0.812,84.351,-278.076,-160.095
0.764,0.698,1.098,90.576,-261.108,-177.124
0.770,0.517,1.158,98.999,-233.093,-194.519
0.762,0.256,1.077,112.793,-202.026,-208.557
0.743,-0.083,1.025,122.375,-176.147,-216.919
0.756,-0.441,0.986,123.718,-151.855,-214.417
0.797,-0.714,0.975,110.718,-129.395,-198.303
0.871,-0.787,0.931,93.140,-106.934,-172.180
0.911,-0.641,0.913,74.219,-85.999,-145.752
0.894,-0.606,0.891,56.213,-67.688,-130.127
0.867,-0.654,0.826,51.147,-50.781,-122.192
0.882,-0.697,0.641,56.091,-36.194,-113.586
0.911,-0.747,0.692,50.842,-30.396,-104.614
0.932,-0.783,0.713,45.227,-23.254,-93.994
0.905,-0.822,0.561,41.626,-10.010,-80.872
0.884,-0.854,0.428,32.349,-1.343,-64.148
0.904,-0.776,0.367,18.860,0.610,-42.542
0.929,-0.675,0.406,7.324,1.343,-24.292
0.941,-0.590,0.420,-0.549,4.211,-11.658
0.937,-0.532,0.351,0.488,7.996,-4.517
0.937,-0.497,0.305,5.676,9.094,-1.221
0.933,-0.483,0.265,12.756,7.874,0.977
0.925,-0.450,0.210,19.470,5.920,3.601
0.928,-0.392,0.207,23.865,1.892,6.226
0.957,-0.311,0.207,27.039,-2.258,7.751
0.976,-0.246,0.244,26.672,-4.578,7.019
0.970,-0.162,0.253,21.606,-4.639,4.944
0.959,-0.151,0.262,14.465,-3.479,2.258
0.977,-0.188,0.311,5.066,-2.441,0.488
0.981,-0.219,0.334,-2.502,0.671,0.366
0.967,-0.283,0.317,-8.118,4.578,0.244
0.957,-0.334,0.271,-9.827,7.751,1.221
0.939,-0.347,0.236,-9.888,9.216,4.089
0.947,-0.311,0.194,-8.972,9.094,8.240
0.954,-0.264,0.196,-7.751,7.385,11.658
0.953,-0.239,0.216,-8.240,5.737,13.794
0.953,-0.195,0.229,-8.179,5.066,16.174
0.954,-0.158,0.242,-6.226,4.883,17.700
0.968,-0.057,0.240,-3.601,4.578,18.860
0.978,0.010,0.221,-1.648,5.310,16.785
0.978,-0.017,0.240,-3.845,5.249,12.268
0.979,-0.049,0.249,-4.700,5.554,8.667
0.969,-0.049,0.215,-2.808,7.080,7.080
0.954,-0.109,0.166,-1.526,8.179,5.798
0.964,-0.094,0.174,-2.258,7.141,6.897
0.968,-0.047,0.149,-1.038,6.592,7.935
0.969,-0.050,0.150,-0.183,5.249,6.287
0.963,-0.056,0.172,2.502,2.136,4.089
0.960,-0.059,0.168,7.568,0.610,2.136
0.963,-0.083,0.155,12.695,-0.732,0.183
0.966,-0.097,0.161,12.878,-1.892,-0.916
0.962,-0.108,0.171,11.597,-2.319,-1.648
0.956,-0.158,0.194,9.644,-2.747,-2.258
0.961,-0.130,0.216,7.324,-2.625,-1.160
0.957,-0.110,0.226,4.639,-1.770,0.183

1.177,1.637,0.492,-6.409,-92.773,-72.327
1.229,1.803,0.776,16.785,-91.248,-119.263
1.209,1.941,0.825,41.565,-79.468,-173.096
1.120,2.109,0.828,53.528,-62.805,-234.619
0.931,1.825,0.906,50.903,-48.523,-304.810
0.735,1.229,1.210,36.255,-33.081,-365.173
0.600,0.770,1.521,28.625,-10.132,-400.696
0.397,0.646,1.810,23.621,21.118,-416.565
0.224,-0.007,2.002,26.245,58.716,-437.134
0.019,-0.742,1.970,27.222,104.126,-444.336
-0.126,-1.335,1.742,21.912,148.621,-425.110
-0.187,-1.671,1.730,18.188,178.345,-388.367
-0.191,-1.996,1.942,13.794,201.721,-344.421
-0.234,-2.238,2.111,10.193,233.154,-296.326
-0.390,-2.260,1.997,16.418,273.376,-248.962
-0.551,-2.392,1.777,21.606,313.538,-205.078
-0.712,-2.593,1.487,27.039,346.252,-161.682
-0.840,-2.743,1.176,34.729,369.446,-112.122
-0.919,-2.670,0.802,43.518,382.385,-58.167
-0.985,-2.525,0.480,58.899,382.080,-10.925
-0.972,-2.334,0.210,77.332,371.521,27.222
-0.955,-2.096,-0.035,96.802,354.431,56.824
-0.897,-1.945,-0.220,113.464,333.008,77.881
-0.840,-1.813,-0.344,129.822,307.861,95.947
-0.741,-1.666,-0.398,143.677,282.776,114.502
-0.649,-1.475,-0.388,161.926,256.775,130.859
-0.558,-1.328,-0.415,183.105,234.314,145.569
-0.505,-1.161,-0.469,198.669,215.820,159.668
-0.434,-1.034,-0.537,207.947,199.585,173.401
-0.357,-0.881,-0.601,212.463,184.631,187.500
-0.314,-0.727,-0.631,203.247,172.119,202.454
-0.297,-0.682,-0.693,191.040,164.124,215.515
-0.313,-0.559,-0.821,180.847,158.630,230.774
-0.316,-0.405,-1.021,171.936,153.137,245.850
-0.317,-0.341,-1.168,160.706,143.250,254.211
-0.341,-0.318,-1.228,149.048,129.272,260.986
-0.366,-0.277,-1.335,141.296,116.211,270.386
-0.390,-0.209,-1.443,138.306,101.318,280.518
-0.406,-0.122,-1.527,137.878,82.153,290.161
-0.440,-0.055,-1.596,135.925,60.974,298.645
-0.483,0.091,-1.666,124.390,40.100,306.763
-0.517,0.286,-1.780,110.046,19.775,313.721
-0.537,0.455,-1.932,98.389,-2.563,317.078
-0.526,0.679,-1.997,86.121,-29.541,319.885
-0.455,1.047,-2.086,73.792,-58.289,322.083
-0.359,1.437,-2.010,66.833,-91.919,312.073
-0.211,1.847,-1.770,55.847,-128.113,286.316
-0.047,2.125,-1.511,51.697,-158.936,242.981
0.072,2.163,-1.305,53.711,-181.458,180.786
0.145,1.960,-1.285,61.707,-194.458,112.793
0.183,1.694,-1.346,75.500,-207.397,55.298
0.216,1.468,-1.258,84.595,-228.271,15.259
0.256,1.260,-1.124,86.182,-248.108,-11.108
0.298,1.118,-0.972,89.050,-263.245,-29.663
0.353,1.078,-0.795,89.478,-276.917,-43.213
0.400,1.194,-0.509,82.336,-287.170,-52.979
0.459,1.170,-0.315,83.862,-289.001,-66.528
0.527,1.188,-0.200,86.121,-283.264,-83.862
0.591,1.112,-0.006,88.196,-279.785,-103.882
0.635,1.054,0.151,88.989,-276.001,-125.122
0.650,0.959,0.190,89.600,-266.724,-142.761
0.634,0.763,0.265,85.388,-258.789,-158.569
0.661,0.566,0.379,87.219,-252.380,-169.373
0.666,0.402,0.509,90.942,-244.507,-174.805
0.685,0.241,0.588,91.858,-232.483,-176.392
0.732,0.105,0.661,95.520,-218.140,-174.622
0.783,-0.008,0.790,99.609,-203.613,-172.058
0.804,-0.055,0.872,100.098,-185.974,-167.908
0.827,-0.198,0.900,97.839,-164.001,-164.429
0.833,-0.382,0.873,90.759,-141.113,-158.447
0.841,-0.443,0.880,78.796,-121.033,-144.958
0.859,-0.497,0.925,65.247,-102.783,-129.333
0.870,-0.614,0.894,50.049,-82.275,-115.723
0.869,-0.686,0.810,33.691,-61.279,-99.792
0.875,-0.710,0.752,18.555,-44.678,-81.787
0.906,-0.720,0.734,4.150,-30.945,-63.721
0.932,-0.666,0.657,-4.944,-18.372,-46.997
0.933,-0.648,0.525,-7.568,-7.629,-34.790
0.932,-0.620,0.457,-9.888,-2.747,-25.330
0.936,-0.533,0.376,-8.423,-0.305,-16.479
0.936,-0.463,0.294,-5.493,0.793,-9.705
0.940,-0.423,0.274,-3.845,-0.061,-5.249
0.969,-0.355,0.266,-1.953,-1.770,-2.380
0.989,-0.303,0.302,-0.793,-2.869,-1.099
0.978,-0.319,0.305,-0.183,-2.075,-1.526
0.991,-0.309,0.261,1.221,0.183,-0.244
1.010,-0.208,0.271,1.282,0.061,1.953
1.021,-0.165,0.305,0.000,0.244,0.732
1.025,-0.167,0.313,-0.061,2.075,-1.770
1.017,-0.165,0.272,-0.549,4.822,-2.197
1.010,-0.187,0.253,-1.587,6.042,-2.197
1.013,-0.165,0.227,-2.319,6.714,-2.136
1.007,-0.135,0.224,-2.747,6.653,-2.136
1.000,-0.136,0.216,-2.869,6.287,-2.563
0.985,-0.136,0.202,-3.174,6.409,-2.686
0.968,-0.149,0.185,-4.211,5.920,-2.319
0.964,-0.172,0.156,-5.676,5.615,-1.587
0.968,-0.147,0.145,-6.348,3.845,0.427
0.963,-0.139,0.191,-6.348,1.038,1.404
0.959,-0.143,0.199,-5.981,0.488,1.160
0.960,-0.133,0.201,-3.967,0.793,1.892
0.965,-0.116,0.224,-2.747,0.366,2.258
0.979,-0.079,0.239,-0.671,0.000,2.258
0.978,-0.068,0.233,2.197,0.366,0.427
0.970,-0.102,0.243,2.502,0.610,-1.831
0.967,-0.102,0.234,1.831,1.221,-2.197
0.947,-0.137,0.239,1.465,2.380,-2.319
0.938,-0.196,0.226,0.671,3.662,-2.197
0.933,-0.216,0.211,0.427,3.967,-0.244
0.933,-0.156,0.175,0.427,3.845,3.601
0.945,-0.111,0.167,-1.038,2.930,5.798
0.952,-0.081,0.179,-2.197,1.587,5.737
0.948,-0.108,0.199,-2.319,0.671,3.845
0.954,-0.105,0.217,-0.977,-0.183,3.296
0.951,-0.109,0.211,1.038,-0.305,2.808
0.950,-0.102,0.214,2.014,-0.671,2.136
0.953,-0.109,0.228,2.319,-0.977,1.099
0.950,-0.114,0.227,2.502,-0.977,0.610
0.939,-0.128,0.198,1.770,0.366,1.160

1.072,1.581,0.482,37.231,-79.285,-175.842
1.027,1.578,0.570,54.443,-74.829,-226.379
0.894,1.540,0.532,67.017,-65.369,-276.123
0.741,1.368,0.695,66.406,-59.570,-324.951
0.593,1.105,1.101,59.265,-53.955,-369.202
0.426,0.739,1.425,67.444,-36.194,-404.358
0.257,0.199,1.542,81.177,-6.104,-431.091
0.122,-0.261,1.795,81.848,23.987,-440.430
0.070,-0.871,2.248,74.524,53.528,-435.669
-0.026,-1.528,2.502,61.768,98.328,-416.321
-0.185,-1.989,2.363,44.067,157.898,-375.916
-0.307,-2.231,2.129,33.325,208.923,-323.914
-0.436,-2.314,1.895,40.344,245.850,-273.132
-0.646,-2.478,1.612,57.007,276.001,-232.422
-0.808,-2.762,1.276,74.219,301.575,-192.932
-0.957,-2.944,0.864,90.332,320.007,-144.897
-1.002,-2.979,0.564,100.952,326.599,-89.111
-1.030,-2.854,0.383,116.272,323.486,-34.058
-1.046,-2.600,0.218,134.094,316.895,14.282
-1.070,-2.432,0.046,152.893,309.082,53.040
-1.081,-2.335,-0.103,170.715,298.889,86.670
-1.037,-2.077,-0.230,190.491,284.729,120.361
-0.958,-1.705,-0.390,212.036,267.090,149.658
-0.882,-1.526,-0.554,222.656,248.657,166.870
-0.809,-1.436,-0.770,223.083,229.797,180.664
-0.757,-1.300,-0.964,217.529,206.360,198.792
-0.663,-1.284,-0.980,206.238,177.307,217.407
-0.561,-1.105,-0.892,197.998,149.963,239.319
-0.477,-0.840,-0.882,197.021,130.859,260.681
-0.469,-0.801,-0.877,199.768,115.784,273.560
-0.516,-0.841,-0.885,194.946,103.088,290.283
-0.547,-0.702,-0.919,189.270,93.506,318.909
-0.539,-0.336,-0.919,175.659,85.327,349.487
-0.569,-0.119,-0.908,154.480,80.383,367.920
-0.590,0.151,-1.003,135.803,79.224,379.028
-0.554,0.566,-1.065,120.239,73.792,386.963
-0.483,0.998,-1.153,103.333,65.735,384.338
-0.406,1.232,-1.278,95.581,56.702,366.821
-0.378,1.467,-1.533,90.942,44.128,342.346
-0.335,1.749,-1.896,79.651,28.137,316.711
-0.199,1.850,-2.099,65.613,0.977,284.119
-0.089,1.918,-2.148,53.894,-32.959,249.634
-0.012,1.939,-2.097,44.373,-67.993,213.928
0.052,1.824,-1.963,42.725,-103.943,171.570
0.091,1.595,-1.805,51.575,-137.573,127.441
0.061,1.293,-1.737,65.735,-166.138,88.867
0.027,1.111,-1.749,74.707,-193.176,64.575
0.074,1.186,-1.725,71.838,-222.046,55.298
0.173,1.464,-1.507,55.298,-252.197,46.387
0.235,1.525,-1.130,26.917,-276.550,24.048
0.265,1.350,-0.797,4.456,-291.077,-5.005
0.287,1.222,-0.591,-9.766,-296.631,-26.245
0.384,1.246,-0.301,-11.780,-303.101,-40.161
0.530,1.504,0.091,-11.719,-310.791,-52.307
0.617,1.674,0.341,-6.836,-305.481,-73.669
0.671,1.548,0.375,4.517,-286.560,-108.154
0.616,1.254,0.191,25.146,-265.625,-143.738
0.521,0.879,0.072,40.527,-252.808,-169.617
0.512,0.443,0.163,43.396,-249.573,-184.265
0.522,0.116,0.296,42.419,-246.582,-187.805
0.583,-0.140,0.478,36.377,-239.929,-182.190
0.652,-0.234,0.666,27.832,-231.750,-169.617
0.721,-0.246,0.794,26.001,-218.079,-154.236
0.804,-0.183,0.937,25.024,-201.477,-140.015
0.837,-0.114,1.068,28.503,-183.594,-131.287
0.853,-0.079,1.121,41.565,-164.429,-129.395
0.879,-0.156,1.153,53.833,-143.799,-132.202
0.876,-0.345,1.173,60.242,-121.033,-134.216
0.852,-0.609,1.128,54.260,-95.093,-129.211
0.857,-0.815,1.038,36.255,-67.810,-113.525
0.875,-0.923,0.938,15.320,-44.373,-89.294
0.910,-0.870,0.847,-4.639,-26.428,-62.866
0.923,-0.767,0.747,-17.273,-13.123,-41.382
0.926,-0.683,0.645,-20.874,-4.639,-27.893
0.926,-0.602,0.543,-15.442,-0.793,-19.226
0.932,-0.535,0.425,-4.761,0.793,-14.282
0.919,-0.503,0.352,5.798,-0.122,-12.024
0.927,-0.459,0.305,11.169,-2.075,-9.460
0.943,-0.422,0.327,13.306,-4.517,-6.348
0.946,-0.386,0.347,14.099,-4.761,-3.174
0.968,-0.326,0.324,16.357,-2.625,-0.916
0.967,-0.202,0.315,15.198,-0.793,0.916
0.979,-0.192,0.325,6.836,1.404,-0.916
0.987,-0.231,0.333,1.282,4.456,-2.747
0.979,-0.267,0.280,0.183,7.690,-3.357
0.981,-0.300,0.252,1.526,9.399,-2.930
0.994,-0.291,0.213,2.869,9.827,-1.465
0.986,-0.233,0.164,1.404,10.315,1.099
0.983,-0.199,0.135,-1.648,9.216,2.380
0.981,-0.204,0.173,-4.578,6.714,3.113
0.982,-0.180,0.201,-5.859,5.188,4.883
0.976,-0.172,0.206,-4.456,5.371,5.920
0.979,-0.188,0.208,-3.845,6.165,6.592
0.981,-0.166,0.185,-5.371,7.263,8.484
0.985,-0.118,0.198,-8.728,7.751,10.071
0.997,-0.061,0.236,-10.254,7.446,9.827
0.995,-0.034,0.217,-8.118,9.216,7.568
0.978,-0.037,0.193,-5.432,10.498,4.517
0.962,-0.065,0.169,-3.723,10.132,1.892
0.952,-0.089,0.137,-2.258,8.301,0.244
0.948,-0.096,0.118,0.000,5.859,-0.977
0.947,-0.166,0.157,0.366,2.502,-2.075
0.944,-0.189,0.175,0.305,0.916,-1.343
0.950,-0.182,0.181,1.770,-0.122,1.099
0.954,-0.184,0.209,2.686,-1.648,2.930
0.962,-0.168,0.220,2.563,-1.770,4.944
0.960,-0.168,0.235,2.136,-1.282,6.714
0.960,-0.150,0.218,1.221,0.000,8.484
0.972,-0.081,0.217,-0.244,0.854,9.827
0.974,-0.089,0.226,-0.488,0.916,7.751
0.967,-0.123,0.221,0.305,2.136,5.798
0.970,-0.106,0.201,1.404,2.563,5.859
0.979,-0.109,0.201,2.441,2.686,5.493
0.976,-0.102,0.204,3.296,2.747,4.700
0.962,-0.108,0.189,5.005,3.418,4.028
0.968,-0.111,0.166,6.531,3.906,4.333
0.976,-0.116,0.178,5.737,3.052,4.883
0.975,-0.105,0.176,5.005,2.686,5.554
0.978,-0.093,0.163,4.456,2.747,6.042

1.083,1.403,0.036,-17.212,-56.274,-82.703
1.077,1.308,0.186,1.282,-66.040,-122.620
1.081,1.368,0.332,23.743,-71.716,-159.668
1.068,1.524,0.331,40.833,-70.801,-199.158
0.976,1.478,0.401,49.255,-67.932,-245.239
0.869,1.246,0.513,47.180,-62.561,-289.490
0.778,1.121,0.678,46.265,-55.908,-323.364
0.657,0.902,0.920,42.297,-47.302,-352.600
0.492,0.731,1.032,40.833,-32.410,-378.845
0.310,0.484,1.192,54.260,-17.822,-406.128
0.156,0.062,1.519,71.838,-5.737,-431.946
0.035,-0.574,1.819,80.994,18.127,-444.214
-0.101,-1.168,1.966,76.599,57.007,-431.580
