aX,aY,aZ,gX,gY,gZ
1.001,0.261,0.289,2.808,3.357,54.321
0.985,0.280,0.248,11.414,8.179,49.133
0.973,0.344,0.244,21.240,8.850,43.640
0.946,0.403,0.175,26.733,10.376,37.354
0.943,0.334,0.101,25.879,10.498,28.442
0.951,0.296,0.125,20.325,6.775,22.583
0.960,0.348,0.129,15.015,4.517,19.897
0.967,0.399,0.116,10.986,4.883,15.503
0.967,0.359,0.099,8.606,4.211,8.240
0.978,0.362,0.104,8.667,2.014,2.136
0.985,0.344,0.128,11.230,-0.732,-3.052
0.981,0.252,0.096,15.259,-1.831,-9.583
1.000,0.065,0.147,20.020,-5.066,-14.404
0.992,-0.042,0.237,23.193,-5.615,-13.123
0.992,0.090,0.162,27.039,-0.916,-4.395
0.989,0.103,0.216,27.222,-0.244,-1.770
0.986,0.137,0.206,23.193,1.953,-1.526
0.979,0.224,0.188,20.874,4.883,-0.366
0.980,0.229,0.182,17.395,6.104,-1.709
0.980,0.151,0.150,12.085,6.531,-4.028
0.985,0.105,0.177,8.362,4.028,-4.456
0.982,0.114,0.183,6.775,2.563,-3.296
0.971,0.112,0.163,6.287,2.380,-3.113
0.971,0.111,0.150,6.104,1.282,-3.723
0.973,0.088,0.177,6.836,-0.488,-4.211
0.977,0.059,0.153,7.629,-1.038,-5.310
0.975,0.053,0.151,8.423,-1.282,-4.700
0.980,0.038,0.182,9.644,-2.686,-3.723
0.974,0.024,0.148,7.507,-2.380,-2.380
0.964,0.052,0.117,2.625,-2.136,0.122
0.971,0.053,0.160,0.732,-4.883,1.465
0.971,0.106,0.179,0.244,-5.737,2.380
0.960,0.107,0.146,1.831,-4.456,0.977
0.957,0.115,0.139,1.465,-4.944,-1.770
0.962,0.124,0.194,0.793,-6.714,-2.747
0.970,0.093,0.228,2.136,-7.080,-5.127
0.969,0.054,0.223,4.456,-5.920,-7.202

0.485,1.515,0.884,-34.058,229.248,260.193
0.454,1.851,0.612,-65.308,256.104,236.694
0.419,2.030,0.322,-109.924,277.283,199.280
0.366,2.092,0.030,-150.757,286.011,154.236
0.383,1.994,-0.147,-191.589,285.461,106.689
0.383,1.774,-0.099,-219.971,276.367,61.035
0.304,1.620,-0.340,-236.755,275.146,23.621
0.276,1.531,-0.640,-268.982,272.461,-5.066
0.250,1.392,-0.488,-286.865,250.610,-34.424
0.190,1.325,-0.583,-280.579,236.023,-63.843
0.126,1.226,-0.871,-277.893,228.577,-93.262
0.109,1.206,-0.946,-267.212,204.285,-121.338
0.103,1.223,-0.839,-252.563,173.035,-147.278
0.060,1.158,-0.838,-239.807,151.245,-176.086
-0.032,1.132,-1.060,-233.154,135.437,-204.285
-0.138,1.021,-1.422,-237.366,112.061,-232.544
-0.137,0.720,-1.500,-234.436,65.674,-260.681
-0.082,0.402,-1.278,-216.125,12.146,-280.762
-0.020,0.113,-1.164,-196.472,-21.912,-289.978
0.011,-0.183,-1.262,-173.401,-38.757,-293.762
0.068,-0.452,-1.250,-145.264,-54.871,-291.199
0.120,-0.356,-1.121,-123.413,-70.007,-278.015
0.152,-0.203,-1.016,-106.201,-79.163,-266.663
0.157,-0.231,-1.016,-87.219,-84.045,-266.846
0.155,-0.281,-1.094,-72.510,-89.722,-268.188
0.134,-0.359,-1.149,-63.843,-100.647,-267.212
0.163,-0.689,-0.998,-53.650,-116.333,-267.151
0.210,-0.806,-0.874,-48.218,-123.108,-254.944
0.243,-0.639,-0.902,-37.903,-120.605,-233.154
0.239,-0.521,-0.884,-26.733,-121.582,-221.680
0.219,-0.585,-0.974,-15.747,-124.023,-220.764
0.206,-0.723,-1.042,-11.047,-128.723,-218.384
0.201,-0.723,-1.043,-12.390,-139.282,-208.252
0.221,-0.500,-0.927,-13.611,-153.198,-196.838
0.219,-0.276,-0.696,-12.512,-167.664,-195.984
0.164,-0.417,-0.703,-4.578,-172.119,-209.595
0.141,-0.776,-0.847,1.709,-173.584,-222.351
0.111,-1.065,-0.866,3.723,-184.753,-219.788
0.155,-1.077,-0.707,-4.517,-199.341,-200.195
0.168,-1.040,-0.541,-8.362,-209.167,-182.739
0.168,-0.995,-0.445,-3.662,-212.402,-174.988
0.167,-1.174,-0.346,-0.305,-212.708,-169.800
0.162,-1.377,-0.309,2.197,-210.571,-159.973
0.168,-1.419,-0.309,-2.380,-207.458,-137.512
0.191,-1.502,-0.295,-6.409,-206.482,-114.136
0.204,-1.562,-0.285,-9.338,-208.374,-90.820
0.224,-1.598,-0.217,-16.724,-212.158,-65.735
0.247,-1.551,-0.091,-26.367,-215.942,-39.612
0.278,-1.610,0.010,-38.147,-214.050,-15.930
0.306,-1.531,0.130,-52.185,-207.275,9.155
0.336,-1.487,0.190,-55.847,-197.632,33.325
0.344,-1.556,0.188,-55.359,-187.439,52.673
0.351,-1.624,0.181,-52.856,-178.894,75.134
0.355,-1.693,0.261,-47.668,-173.279,100.769
0.349,-1.747,0.274,-40.955,-164.673,128.723
0.332,-1.708,0.257,-34.973,-155.273,159.668
0.335,-1.680,0.347,-26.184,-148.315,190.491
0.306,-1.666,0.367,-24.719,-136.353,218.750
0.261,-1.545,0.311,-24.841,-121.826,248.840
0.221,-1.226,0.357,-27.161,-114.258,277.710
0.237,-0.747,0.450,-26.184,-111.206,300.781
0.284,-0.261,0.549,-31.372,-107.239,310.486
0.377,0.128,0.705,-38.818,-101.318,303.284
0.521,0.380,0.901,-34.119,-92.285,283.752
0.691,0.447,1.089,-17.395,-78.186,255.371
0.781,0.339,1.122,0.854,-54.688,223.511
0.840,0.088,0.930,0.732,-23.376,196.960
0.828,-0.247,0.660,-6.165,2.136,179.626
0.815,-0.407,0.492,-11.414,15.564,178.955
0.802,-0.330,0.471,-21.118,21.606,190.979
0.800,-0.062,0.413,-28.931,27.771,203.796
0.809,0.346,0.300,-40.161,34.363,208.740
0.817,0.701,0.231,-54.443,36.011,198.181
0.831,0.764,0.132,-61.523,36.072,170.837
0.862,0.791,0.097,-63.660,32.532,141.479
0.905,0.882,0.089,-59.814,26.550,117.004
0.935,0.824,0.065,-54.504,20.447,89.417
0.995,0.721,0.125,-47.913,12.817,62.866
0.991,0.654,0.097,-39.368,6.592,41.138
0.994,0.431,0.053,-32.837,3.357,21.057
1.021,0.229,0.091,-23.376,-1.953,7.751
1.028,0.045,0.187,-15.259,-4.211,2.930
1.018,-0.020,0.165,-12.695,0.977,6.592
1.001,-0.075,0.054,-11.963,8.667,13.000
0.976,-0.013,0.011,-17.212,10.376,21.606
0.964,0.085,-0.017,-18.921,9.399,28.809
0.974,0.081,0.061,-18.127,4.456,29.358
0.975,0.095,0.157,-18.433,2.563,29.724
0.975,0.230,0.152,-13.489,4.883,30.945
0.984,0.320,0.150,-8.301,6.348,28.076
0.988,0.389,0.155,-5.493,6.531,21.606
0.991,0.439,0.101,-3.052,7.690,13.489
0.986,0.391,0.062,-1.770,7.202,3.662
1.000,0.300,0.104,-2.319,4.333,-3.784
1.004,0.186,0.161,-4.028,3.357,-8.545
0.997,0.083,0.117,-8.423,6.104,-9.583
0.999,0.008,0.091,-11.719,7.507,-7.507
0.995,-0.005,0.096,-11.902,5.737,-3.479
0.988,0.003,0.085,-11.841,5.310,0.183
0.986,0.024,0.088,-11.047,4.639,3.357
0.987,0.063,0.092,-9.277,3.784,6.165
0.993,0.128,0.120,-4.456,2.258,6.958
0.990,0.214,0.117,1.282,1.770,5.371
0.989,0.264,0.115,6.714,0.854,0.671
0.985,0.287,0.142,9.155,-0.061,-4.517
0.981,0.260,0.138,8.484,0.244,-11.230
0.990,0.151,0.142,6.042,0.610,-17.517
0.985,0.021,0.143,3.479,1.099,-20.569
0.981,-0.018,0.083,1.526,2.563,-18.433
0.977,-0.037,0.075,0.244,1.343,-15.137
0.986,-0.057,0.108,-0.183,0.671,-11.841
0.985,-0.059,0.093,0.000,0.854,-8.362
0.980,-0.045,0.086,1.892,0.977,-5.005
0.977,-0.026,0.114,3.601,-0.122,-2.625
0.978,0.026,0.115,4.272,-0.183,-0.854
0.970,0.072,0.109,5.920,0.183,-0.366
0.966,0.070,0.109,7.141,0.366,-1.831
0.966,0.092,0.111,7.751,0.244,-2.747
0.961,0.064,0.096,7.080,0.244,-5.066

0.886,-1.108,0.811,-93.811,54.993,159.851
0.799,-0.880,0.643,-106.262,85.876,205.017
0.734,-0.666,0.601,-112.122,109.924,241.699
0.648,-0.477,0.730,-107.178,126.770,268.860
0.611,-0.211,0.751,-102.661,150.391,293.335
0.526,0.034,0.805,-95.581,175.171,311.707
0.479,0.269,0.809,-89.539,200.500,320.251
0.388,0.522,0.620,-77.820,226.562,321.472
0.307,0.738,0.495,-70.068,244.995,316.772
0.266,0.945,0.459,-70.435,257.080,305.725
0.216,1.248,0.367,-71.655,270.874,292.419
0.190,1.575,0.161,-70.740,285.828,272.583
0.197,1.702,0.033,-94.604,295.654,238.831
0.232,1.743,0.009,-130.798,297.424,201.599
0.171,1.976,-0.300,-167.419,300.537,170.105
0.136,1.983,-0.657,-206.787,295.654,130.981
0.128,1.834,-0.707,-230.286,273.132,80.261
0.122,1.916,-0.763,-238.403,251.465,38.635
0.105,1.857,-0.918,-236.511,239.258,-4.822
0.048,1.706,-0.990,-219.177,221.252,-54.565
0.003,1.714,-1.167,-199.829,204.224,-92.896
0.018,1.701,-1.147,-184.631,177.551,-129.150
-0.005,1.607,-0.971,-180.359,144.531,-166.626
-0.041,1.536,-0.858,-193.542,123.657,-197.449
-0.149,1.501,-0.938,-198.120,113.770,-226.624
-0.266,1.366,-1.063,-190.979,100.891,-261.841
-0.337,1.077,-1.207,-179.993,79.285,-299.561
-0.284,0.631,-1.273,-171.875,48.523,-331.238
-0.256,0.080,-1.020,-198.975,15.076,-344.788
-0.235,-0.147,-1.038,-219.910,-0.061,-333.618
-0.177,-0.237,-1.254,-213.379,-5.432,-315.002
-0.135,-0.434,-1.343,-196.533,-23.437,-307.678
-0.118,-0.590,-1.435,-170.837,-45.837,-301.758
-0.105,-0.649,-1.486,-158.936,-67.810,-289.856
-0.096,-0.664,-1.427,-142.761,-95.276,-277.710
-0.082,-0.692,-1.254,-124.329,-122.070,-267.029
-0.059,-0.667,-1.159,-106.995,-138.550,-255.737
-0.030,-0.469,-1.068,-90.454,-148.560,-244.202
-0.025,-0.299,-0.997,-84.778,-156.799,-236.145
-0.039,-0.234,-0.984,-70.007,-163.147,-240.601
-0.075,-0.667,-1.021,-45.105,-169.495,-262.390
-0.095,-0.907,-1.110,-34.424,-176.270,-262.512
-0.075,-0.948,-1.122,-23.865,-187.439,-243.958
-0.067,-0.953,-1.003,-14.954,-201.660,-228.088
-0.039,-0.869,-0.893,-11.536,-210.815,-213.928
-0.055,-0.830,-0.886,-7.263,-216.248,-205.627
-0.056,-0.814,-0.863,-5.005,-224.365,-201.416
-0.061,-0.800,-0.786,-4.089,-237.305,-197.449
-0.069,-0.873,-0.694,1.282,-249.512,-195.435
-0.052,-1.280,-0.586,1.770,-257.629,-194.458
-0.059,-1.633,-0.564,-5.676,-260.071,-177.551
-0.068,-1.667,-0.774,-15.259,-259.094,-140.564
-0.036,-1.805,-0.680,-24.963,-272.278,-106.934
-0.009,-1.935,-0.401,-37.415,-290.161,-75.500
0.025,-1.982,-0.222,-45.837,-293.335,-39.001
0.053,-1.957,-0.034,-46.814,-290.588,-2.625
0.100,-1.854,0.121,-43.091,-282.837,33.752
0.132,-1.548,0.209,-40.588,-270.996,69.580
0.171,-1.346,0.344,-35.461,-259.644,93.384
0.218,-1.155,0.501,-32.288,-247.986,109.863
0.278,-1.110,0.582,-28.137,-231.934,121.155
0.314,-1.103,0.613,-25.146,-214.966,131.104
0.397,-1.224,0.658,-27.466,-198.364,144.287
0.429,-1.380,0.701,-35.706,-180.481,158.752
0.470,-1.260,0.621,-40.466,-158.813,183.594
0.476,-1.223,0.607,-42.908,-142.151,203.613
0.469,-1.306,0.631,-49.988,-126.648,217.834
0.461,-1.179,0.602,-54.016,-109.619,238.281
0.451,-0.850,0.688,-49.377,-94.055,260.559
0.468,-0.403,0.748,-43.396,-77.393,275.696
0.515,-0.007,0.719,-41.870,-56.763,277.161
0.592,0.239,0.733,-39.429,-42.603,263.550
0.687,0.414,0.735,-30.823,-30.701,242.920
0.762,0.426,0.696,-22.034,-17.822,215.759
0.801,0.233,0.632,-17.090,-5.371,185.425
0.833,0.173,0.599,-14.587,3.601,165.405
0.884,0.358,0.608,-9.827,9.949,156.067
0.927,0.525,0.563,-5.798,18.677,142.151
0.948,0.474,0.456,-5.554,28.137,119.629
0.954,0.265,0.340,-10.620,35.156,98.145
0.961,0.237,0.187,-14.832,38.574,88.501
0.967,0.235,0.109,-18.555,36.560,83.557
0.974,0.164,0.119,-23.865,31.311,77.087
0.977,0.157,0.108,-26.245,27.893,73.547
0.987,0.203,0.092,-24.231,25.513,70.801
0.992,0.224,0.148,-19.409,22.583,66.162
0.996,0.249,0.125,-14.954,21.973,60.181
0.997,0.326,0.090,-9.033,21.362,55.115
0.997,0.357,0.078,-4.150,18.311,48.157
0.990,0.380,0.039,1.099,15.930,39.490
0.981,0.388,-0.012,5.737,12.939,30.579
0.965,0.387,-0.053,11.353,7.751,21.545
0.978,0.290,-0.021,17.456,0.793,11.841
1.001,0.123,0.092,18.677,-5.310,4.150
1.011,0.025,0.141,14.587,-4.883,3.540
1.012,0.034,0.091,9.949,-0.488,8.057
1.005,0.043,0.072,6.958,1.709,11.719
1.000,0.112,0.042,3.906,2.014,14.648
0.993,0.144,0.011,0.977,1.160,15.869
0.997,0.191,0.027,0.305,-0.732,14.832
0.991,0.217,0.038,3.479,-2.502,12.146
0.990,0.184,0.080,6.287,-4.639,7.202
0.991,0.187,0.091,10.803,-5.859,3.662
0.989,0.173,0.093,15.076,-6.226,-0.122
0.985,0.150,0.111,16.418,-7.996,-2.808
0.998,0.121,0.110,16.968,-8.240,-5.066
1.002,0.008,0.156,16.724,-8.240,-7.263
1.003,-0.031,0.171,11.841,-6.592,-5.798
1.002,0.055,0.135,8.911,-3.662,-0.854
0.997,0.072,0.119,7.751,-3.601,-0.183
0.986,0.020,0.133,6.165,-4.395,-1.343
0.985,-0.010,0.133,3.662,-4.944,-0.610
0.986,-0.010,0.113,2.441,-5.127,1.587
0.992,0.006,0.139,2.258,-6.958,3.113
0.997,0.039,0.194,2.502,-8.118,3.784
0.997,0.050,0.225,3.235,-7.080,2.441
0.990,0.071,0.216,5.066,-4.700,0.977
0.986,0.069,0.203,6.226,-2.991,-1.038
0.985,0.030,0.189,6.531,-2.380,-2.380

0.392,1.310,0.958,-76.050,221.497,298.584
0.354,1.487,0.879,-79.102,253.296,270.142
0.260,1.621,0.741,-88.806,284.546,238.708
0.193,1.826,0.479,-106.506,313.477,205.505
0.160,2.069,0.261,-131.592,332.031,167.358
0.108,2.339,0.117,-168.030,338.562,125.061
0.072,2.149,-0.000,-206.238,339.966,68.665
0.029,1.797,-0.023,-220.703,336.487,10.071
-0.031,1.665,-0.220,-229.126,338.806,-30.212
-0.108,1.401,-0.562,-235.962,343.018,-67.322
-0.127,1.194,-0.618,-218.262,327.393,-101.868
-0.194,1.447,-0.768,-179.077,308.350,-122.498
-0.187,1.816,-0.967,-155.151,290.100,-144.165
-0.200,1.861,-1.038,-151.611,263.916,-179.932
-0.204,1.662,-1.069,-151.550,236.816,-221.924
-0.224,1.402,-1.013,-163.696,210.876,-252.563
-0.280,1.319,-0.912,-196.655,185.242,-267.456
-0.293,1.180,-0.937,-223.450,164.734,-284.424
-0.219,0.681,-1.182,-241.028,148.010,-311.340
-0.199,-0.112,-1.349,-250.610,124.268,-333.862
-0.144,-0.664,-1.547,-247.192,101.868,-325.684
-0.060,-0.989,-1.527,-231.689,78.857,-296.753
0.024,-0.919,-1.266,-202.454,59.082,-261.353
0.049,-0.788,-1.253,-169.312,53.650,-235.352
0.041,-0.765,-1.379,-135.193,54.077,-224.670
0.027,-0.766,-1.339,-107.361,41.870,-213.928
0.061,-0.589,-1.219,-80.322,24.780,-197.144
0.082,-0.313,-1.152,-53.040,11.780,-182.007
0.051,-0.018,-1.107,-41.992,2.625,-175.964
0.016,0.246,-1.127,-46.936,-4.700,-178.772
-0.056,0.293,-1.229,-50.110,-12.573,-194.458
-0.134,0.033,-1.343,-50.232,-24.658,-220.337
-0.202,-0.419,-1.481,-39.429,-41.809,-237.183
-0.263,-0.746,-1.681,-33.508,-60.669,-232.300
-0.321,-0.694,-1.870,-49.744,-84.351,-204.407
-0.351,-0.622,-1.808,-61.890,-117.676,-182.556
-0.318,-0.630,-1.534,-70.496,-151.367,-174.011
-0.315,-0.541,-1.301,-75.562,-173.096,-166.687
-0.283,-0.435,-1.250,-75.256,-182.434,-160.889
-0.332,-0.434,-1.258,-69.092,-192.810,-162.415
-0.364,-0.510,-1.260,-71.350,-210.022,-163.574
-0.367,-0.742,-1.237,-76.904,-231.445,-161.865
-0.397,-0.974,-1.161,-87.463,-254.700,-153.198
-0.401,-1.147,-1.127,-91.919,-276.733,-136.841
-0.377,-1.367,-1.047,-102.783,-296.936,-116.699
-0.317,-1.455,-0.887,-113.770,-315.674,-90.027
-0.265,-1.372,-0.607,-115.234,-330.811,-60.791
-0.228,-1.321,-0.399,-101.440,-337.097,-38.147
-0.214,-1.484,-0.414,-83.313,-333.252,-23.193
-0.203,-1.749,-0.393,-78.796,-330.078,-2.686
-0.140,-1.823,-0.192,-81.116,-334.290,31.250
-0.082,-1.845,0.028,-81.970,-331.665,69.824
-0.025,-1.730,0.138,-75.012,-320.679,106.812
0.000,-1.680,0.156,-58.960,-307.678,134.216
0.002,-1.604,0.187,-46.936,-298.096,158.997
-0.000,-1.435,0.293,-38.513,-292.480,181.274
-0.005,-1.396,0.445,-33.386,-287.720,197.876
0.083,-1.096,0.722,-32.166,-281.494,225.037
0.165,-0.786,1.015,-32.349,-267.761,245.300
0.275,-0.469,1.101,-22.095,-240.784,253.174
0.436,-0.105,1.191,-10.498,-210.510,251.709
0.556,0.234,1.275,5.554,-177.795,239.258
0.610,0.140,1.297,5.005,-143.188,208.557
0.678,0.022,1.119,-0.854,-107.056,183.289
0.770,-0.085,1.096,-2.930,-80.444,170.471
0.829,-0.206,1.120,-5.615,-60.425,161.255
0.873,-0.176,1.102,-8.240,-38.452,160.034
0.911,-0.145,1.100,-8.484,-16.479,159.912
0.948,-0.086,1.110,-7.507,5.493,156.677
0.937,-0.002,0.962,0.732,30.762,151.184
0.917,0.056,0.680,2.808,54.565,143.250
0.916,0.092,0.483,1.038,66.833,134.705
0.915,0.153,0.351,-0.977,70.496,127.563
0.907,0.279,0.222,-5.493,70.435,121.826
0.923,0.457,0.109,-6.165,66.711,113.525
0.966,0.529,0.164,-10.254,59.387,98.816
0.958,0.586,0.170,-18.921,55.054,82.947
0.983,0.614,0.072,-20.020,54.382,66.772
0.982,0.556,-0.058,-14.465,49.622,48.889
1.000,0.385,-0.144,-11.841,42.053,33.081
1.004,0.268,-0.130,-8.057,30.823,23.376
1.012,0.165,-0.145,-5.737,22.949,19.348
1.024,0.132,-0.177,-4.150,17.517,17.822
1.011,0.043,-0.187,0.549,11.719,16.907
1.001,-0.026,-0.191,4.944,5.249,17.334
0.997,0.054,-0.167,11.780,-1.404,21.851
0.983,0.120,-0.140,18.250,-7.141,23.926
0.977,0.183,-0.155,21.423,-11.841,22.522
0.974,0.221,-0.128,25.269,-17.517,19.653
0.974,0.212,-0.046,28.564,-24.231,14.709
0.982,0.225,0.049,31.921,-28.748,10.315
1.002,0.205,0.134,31.982,-29.785,6.592
1.013,0.138,0.231,28.442,-28.015,2.441
1.026,0.090,0.224,24.841,-21.240,0.671
1.013,0.011,0.158,19.165,-14.038,0.305
1.013,-0.025,0.096,12.634,-9.949,2.869
1.013,-0.025,0.118,7.874,-9.705,7.629
1.016,0.036,0.101,3.967,-8.301,11.841
1.007,0.083,0.057,2.991,-6.287,13.977
0.994,0.068,0.047,2.075,-7.385,12.939
0.987,0.092,0.014,3.235,-9.644,13.123
0.993,0.157,0.058,5.615,-13.184,13.000
0.989,0.177,0.149,10.376,-16.418,9.705
0.989,0.202,0.140,16.052,-15.442,4.578
0.992,0.221,0.107,20.935,-14.160,-0.305
0.990,0.100,0.196,19.409,-15.137,-6.348
0.989,0.067,0.186,17.273,-12.756,-8.667
0.989,0.056,0.148,15.930,-9.399,-8.301
0.998,0.026,0.125,14.038,-7.507,-8.484
0.994,0.002,0.151,10.986,-7.141,-7.751
0.987,-0.016,0.151,8.606,-6.226,-6.714
0.980,-0.032,0.088,8.118,-4.578,-5.005
0.980,-0.096,0.045,7.446,-6.409,-3.662
0.980,-0.116,0.057,6.958,-11.597,-1.099
0.980,-0.086,0.093,7.324,-14.648,3.296
0.985,-0.063,0.155,8.057,-16.235,5.737
0.988,-0.023,0.192,9.399,-14.954,7.385
0.982,0.030,0.184,11.108,-11.902,7.690
0.976,0.056,0.185,12.878,-9.766,6.226

1.048,-0.785,0.982,-15.625,63.965,72.571
1.020,-0.806,0.901,-12.268,97.046,93.933
0.958,-0.947,0.898,-11.597,122.314,113.220
0.892,-0.919,0.786,-11.780,146.545,139.648
0.792,-0.794,0.609,-17.639,170.532,171.204
0.710,-0.734,0.483,-30.945,189.697,198.730
0.560,-0.474,0.421,-42.603,202.148,225.891
0.528,-0.122,0.347,-51.147,213.501,247.986
0.507,0.140,0.507,-51.147,219.177,257.080
0.482,0.481,0.646,-44.861,229.858,259.155
0.496,0.814,0.632,-37.964,251.953,251.526
0.497,1.078,0.620,-31.128,272.827,232.910
0.456,1.045,0.540,-42.053,292.297,203.247
0.361,0.737,0.113,-68.298,320.374,174.011
0.303,0.389,-0.336,-89.355,334.717,157.349
0.251,0.329,-0.556,-96.130,324.280,157.715
0.237,0.458,-0.645,-99.487,306.335,164.612
0.221,0.634,-0.680,-108.276,290.833,166.870
0.213,0.713,-0.657,-119.446,277.832,162.354
0.253,0.949,-0.630,-127.441,267.334,155.823
0.203,1.229,-0.876,-146.790,264.709,150.024
0.141,1.076,-1.123,-190.369,262.512,133.728
0.211,0.858,-0.925,-219.360,236.267,113.403
0.197,1.243,-0.918,-237.427,219.055,109.619
0.217,1.490,-0.942,-247.864,213.501,90.088
0.169,1.594,-1.006,-221.680,202.209,48.889
0.079,1.536,-1.051,-188.843,190.125,1.587
0.080,1.216,-1.163,-138.306,175.476,-49.683
-0.028,0.975,-1.377,-105.957,161.987,-87.158
-0.078,0.720,-1.499,-115.295,146.912,-106.323
-0.079,0.586,-1.415,-130.432,125.000,-113.770
-0.036,0.547,-1.388,-153.137,109.131,-113.037
-0.054,0.517,-1.451,-169.861,100.769,-114.502
-0.076,0.512,-1.334,-177.979,88.440,-116.333
-0.114,0.530,-1.379,-171.570,75.073,-121.094
-0.120,0.584,-1.533,-168.030,63.232,-128.479
-0.166,0.633,-1.590,-171.143,41.382,-138.550
-0.210,0.618,-1.708,-179.749,14.404,-151.184
-0.247,0.593,-1.717,-181.458,-19.104,-167.969
-0.303,0.591,-1.503,-176.514,-57.617,-186.279
-0.319,0.584,-1.438,-165.100,-84.595,-207.764
-0.310,0.209,-1.321,-154.419,-103.333,-237.244
-0.283,-0.367,-1.285,-127.563,-114.990,-262.634
-0.352,-0.457,-1.480,-93.506,-115.967,-262.207
-0.319,-0.165,-1.618,-72.937,-120.972,-242.554
-0.312,-0.074,-1.462,-56.580,-141.602,-241.760
-0.323,-0.101,-1.306,-33.630,-159.119,-254.822
-0.321,-0.101,-1.251,-17.090,-168.457,-267.517
-0.349,-0.115,-1.182,-4.333,-179.932,-280.151
-0.348,-0.135,-1.133,2.075,-192.078,-291.931
-0.358,-0.182,-1.066,-4.211,-201.294,-301.697
-0.337,-0.335,-0.996,-9.277,-210.083,-310.425
-0.312,-0.543,-0.876,-3.357,-216.553,-312.500
-0.343,-0.658,-0.854,2.258,-217.896,-304.932
-0.336,-0.795,-0.970,-6.348,-216.309,-289.001
-0.372,-1.039,-0.989,-28.076,-222.107,-273.804
-0.355,-1.061,-0.906,-55.359,-235.291,-246.826
-0.342,-1.008,-0.867,-75.195,-245.422,-221.863
-0.319,-1.016,-0.745,-82.336,-257.385,-205.383
-0.283,-1.062,-0.578,-86.182,-270.752,-192.078
-0.226,-1.171,-0.420,-91.797,-277.893,-177.856
-0.177,-1.333,-0.269,-95.764,-279.236,-161.377
-0.111,-1.369,-0.149,-101.196,-275.146,-138.550
-0.057,-1.353,-0.092,-108.032,-266.235,-113.037
-0.020,-1.417,-0.112,-115.723,-256.653,-90.759
0.025,-1.557,-0.075,-122.070,-251.831,-68.420
0.081,-1.599,-0.024,-121.460,-248.779,-41.260
0.097,-1.745,0.014,-117.126,-242.737,-15.137
0.120,-1.969,-0.000,-115.051,-232.422,10.925
0.124,-2.057,-0.057,-113.831,-221.924,45.105
0.151,-2.084,-0.016,-113.098,-215.027,84.167
0.157,-1.954,0.096,-107.117,-211.670,121.765
0.177,-1.774,0.172,-96.802,-204.468,156.128
0.192,-1.612,0.288,-89.355,-195.129,180.969
0.194,-1.585,0.354,-81.177,-181.335,198.547
0.165,-1.476,0.400,-82.031,-164.185,219.910
0.182,-1.271,0.399,-81.604,-145.813,245.300
0.204,-0.875,0.526,-75.989,-134.216,267.822
0.297,-0.513,0.625,-63.049,-122.864,280.884
0.344,-0.375,0.691,-56.152,-108.398,275.391
0.408,-0.358,0.507,-59.326,-88.318,264.648
0.461,-0.327,0.479,-70.862,-78.491,257.935
0.544,-0.295,0.545,-80.017,-75.562,253.967
0.640,-0.105,0.730,-76.782,-70.374,250.671
0.714,0.073,0.709,-60.608,-55.664,242.310
0.799,0.211,0.654,-45.654,-37.354,229.187
0.861,0.210,0.716,-36.377,-24.292,214.050
0.882,0.145,0.735,-27.771,-8.240,197.693
0.885,0.056,0.585,-18.555,9.583,183.044
0.869,0.032,0.421,-12.024,23.254,172.729
0.859,0.088,0.299,-13.550,29.968,168.030
0.840,0.215,0.192,-21.301,33.691,163.635
0.859,0.336,0.117,-32.654,33.447,157.104
0.897,0.454,0.137,-41.321,28.809,148.437
0.930,0.521,0.150,-46.692,26.733,135.315
0.943,0.561,0.124,-44.739,27.710,119.812
0.962,0.540,0.073,-42.603,27.710,102.966
0.966,0.471,0.030,-36.316,25.757,86.060
0.978,0.460,0.034,-27.283,21.057,73.120
0.985,0.533,0.016,-15.381,16.296,62.439
0.987,0.464,-0.026,-3.601,11.719,48.096
0.990,0.398,-0.047,4.578,4.944,35.522
0.981,0.377,-0.029,9.949,-1.953,27.161
0.985,0.304,-0.035,15.381,-7.019,19.043
0.997,0.163,0.025,17.395,-10.925,13.062
0.999,0.122,0.093,13.184,-12.573,13.123
1.004,0.219,0.068,9.888,-9.033,17.883
1.000,0.196,0.091,10.071,-8.057,16.296
0.998,0.188,0.096,11.169,-6.775,13.794
0.998,0.227,0.114,12.085,-6.531,13.062
0.994,0.233,0.139,12.878,-6.653,10.559
0.988,0.215,0.144,12.878,-5.005,6.775
0.985,0.244,0.124,13.000,-4.089,4.150
0.992,0.207,0.151,11.963,-4.883,0.061
0.998,0.157,0.155,10.620,-4.517,-3.113
0.990,0.086,0.112,10.620,-2.686,-5.371
0.992,0.019,0.067,9.705,-2.319,-5.615
0.987,0.056,0.094,7.996,-4.333,-2.869
0.989,0.089,0.088,7.263,-4.761,-0.916

0.069,1.415,-1.687,-276.245,303.528,98.572
0.101,1.402,-2.079,-287.720,262.024,71.411
0.169,1.313,-1.649,-285.767,197.632,41.809
0.287,1.456,-0.855,-284.363,145.813,14.954
0.339,1.590,-0.498,-278.137,134.155,-16.052
0.296,1.824,-0.615,-269.531,148.560,-50.659
0.168,1.596,-0.854,-258.301,158.569,-102.173
0.022,1.317,-1.133,-235.413,153.015,-153.992
-0.049,1.011,-1.353,-223.389,136.292,-186.157
